gene_id	ensembl_gene_id	gene_symbol	entrez_id	gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj	significant
ENSG00000112984	ENSG00000112984	KIF20A	10112	kinesin family member 20A	64.67682005801578	3.380532870518873	0.28760681208285316	4.287164303349048e-33	2.2934903948638232e-30	upregulated
ENSG00000135476	ENSG00000135476	ESPL1	9700	extra spindle pole bodies like 1, separase	65.63631353604791	2.719038726249161	0.231323318215382	4.288279913027136e-33	2.2934903948638232e-30	upregulated
ENSG00000187837	ENSG00000187837	H1-2	3006	H1.2 linker histone, cluster member	419.0138746015347	1.7791348199876558	0.1523828114686381	1.160331984250052e-32	5.9989163585727695e-30	upregulated
ENSG00000131747	ENSG00000131747	TOP2A	7153	DNA topoisomerase II alpha	371.1652073730015	3.059314733060484	0.26430678254013634	3.065118901933619e-32	1.533548198999691e-29	upregulated
ENSG00000065328	ENSG00000065328	MCM10	55388	minichromosome maintenance 10 replication initiation factor	96.20994238001822	3.3919081018333586	0.2940612543451892	5.384416607967558e-32	2.609759424674276e-29	upregulated
ENSG00000101057	ENSG00000101057	MYBL2	4605	MYB proto-oncogene like 2	959.829616521588	3.315228648121862	0.28811905094782864	6.611407522994061e-32	3.1073615358072086e-29	upregulated
ENSG00000131153	ENSG00000131153	GINS2	51659	GINS complex subunit 2	114.1908757073998	2.6994562889858984	0.23489152299205068	8.53836210062952e-32	3.8949998876695255e-29	upregulated
ENSG00000122952	ENSG00000122952	ZWINT	11130	ZW10 interacting kinetochore protein	294.2025148432771	2.2718319844592463	0.19864345467614777	1.6670105449644326e-31	7.387238157828101e-29	upregulated
ENSG00000211945	ENSG00000211945	IGHV1-18	28468	immunoglobulin heavy variable 1-18	1013.105646182788	3.542766988412914	0.31200793834240215	3.787495569026834e-31	1.6317793409890612e-28	upregulated
ENSG00000075218	ENSG00000075218	GTSE1	51512	G2 and S-phase expressed 1	55.01533359237482	2.99769944453504	0.26478095041150274	6.359229964846726e-31	2.665720452831695e-28	upregulated
ENSG00000115163	ENSG00000115163	CENPA	1058	centromere protein A	35.86770215811476	3.4859958383491145	0.3079877943644206	7.4445941089234795e-31	3.0385698586685047e-28	upregulated
ENSG00000184661	ENSG00000184661	CDCA2	157313	cell division cycle associated 2	66.15857050305495	3.2669704454049655	0.2912538607196494	2.0027465792889327e-30	7.964769088402909e-28	upregulated
ENSG00000146670	ENSG00000146670	CDCA5	113130	cell division cycle associated 5	106.53068661784908	2.7587617163375495	0.24622892446890032	2.2862048336501287e-30	8.864759242478374e-28	upregulated
ENSG00000092853	ENSG00000092853	CLSPN	63967	claspin	88.49287503688731	2.539679397519341	0.2270669430470947	2.8189516129388358e-30	1.0663887686995451e-27	upregulated
ENSG00000138180	ENSG00000138180	CEP55	55165	centrosomal protein 55	69.57904239992794	3.344593212619552	0.2991550767501029	3.1820136164729724e-30	1.1750721712260909e-27	upregulated
ENSG00000126787	ENSG00000126787	DLGAP5	9787	DLG associated protein 5	94.34401638279432	3.686525937045351	0.33007516974327433	3.5085568553377066e-30	1.2655282982857636e-27	upregulated
ENSG00000109805	ENSG00000109805	NCAPG	64151	non-SMC condensin I complex subunit G	89.61039347957114	3.107592963845192	0.2787276392329328	4.138956503375719e-30	1.458982167439941e-27	upregulated
ENSG00000156970	ENSG00000156970	BUB1B	701	BUB1 mitotic checkpoint serine/threonine kinase B	70.40442251852478	2.681712666519338	0.24328615534735223	1.6825964147895406e-29	5.799348976307951e-27	upregulated
ENSG00000211962	ENSG00000211962	IGHV1-46	28465	immunoglobulin heavy variable 1-46	1000.4414532814252	3.4090516359157563	0.3095624241742535	1.8754290227882715e-29	6.3234574224882805e-27	upregulated
ENSG00000142945	ENSG00000142945	KIF2C	11004	kinesin family member 2C	103.751838526438	2.795536117179117	0.2552969090409235	3.764756593297541e-29	1.2423696757881883e-26	upregulated
ENSG00000135451	ENSG00000135451	TROAP	10024	trophinin associated protein	60.43450136552118	3.3017823798497976	0.30201709714293506	4.6001594240789925e-29	1.4864265139055242e-26	upregulated
ENSG00000093009	ENSG00000093009	CDC45	8318	cell division cycle 45	106.90321465574732	2.9142240414150105	0.2673812126534295	6.833410371776949e-29	2.1629835686991932e-26	upregulated
ENSG00000183010	ENSG00000183010	PYCR1	5831	pyrroline-5-carboxylate reductase 1	81.73438152750525	3.0604972606881407	0.28158304929826705	9.377017220702311e-29	2.9087507418618567e-26	upregulated
